filename,xmin,ymin,xmax,ymax,width,height,class
003575.jpg,355,117,487,282,500,375,person
003575.jpg,400,119,429,156,500,375,head
003575.jpg,388,203,404,222,500,375,hand
003575.jpg,411,204,431,223,500,375,hand
003575.jpg,384,263,411,270,500,375,foot
003575.jpg,462,271,482,278,500,375,foot
003575.jpg,22,146,344,364,500,375,sofa
005104.jpg,1,63,69,208,500,333,tvmonitor
005104.jpg,305,84,500,333,500,333,sofa
005104.jpg,355,199,450,297,500,333,cat
001362.jpg,72,32,202,180,333,500,person
001362.jpg,309,416,333,473,333,500,head
001362.jpg,33,32,333,500,333,500,hand
001362.jpg,2,40,332,500,333,500,sofa
007713.jpg,123,47,373,322,500,331,bird
008346.jpg,28,99,210,487,291,500,dog
007075.jpg,1,89,153,224,500,336,cow
007075.jpg,131,96,274,314,500,336,cow
001404.jpg,57,22,443,361,500,375,cat
009058.jpg,1,1,484,287,500,375,car
005662.jpg,347,271,375,443,375,500,chair
005662.jpg,1,445,217,500,375,500,chair
005662.jpg,1,304,68,401,375,500,chair
005662.jpg,43,263,109,349,375,500,chair
005662.jpg,97,259,152,321,375,500,chair
005662.jpg,242,252,315,281,375,500,chair
005662.jpg,121,136,227,295,375,500,person
005662.jpg,162,138,196,181,375,500,head
005662.jpg,126,257,147,269,375,500,hand
005662.jpg,218,264,227,275,375,500,hand
005662.jpg,262,203,271,226,375,500,bottle
005662.jpg,245,207,254,245,375,500,bottle
005662.jpg,231,200,243,241,375,500,bottle
005662.jpg,223,204,232,221,375,500,bottle
005662.jpg,212,202,223,234,375,500,bottle
005662.jpg,1,273,349,500,375,500,diningtable
003213.jpg,279,1,497,138,500,334,person
003213.jpg,1,54,72,290,500,334,person
003213.jpg,1,47,352,334,500,334,cat
005676.jpg,134,32,388,285,500,375,pottedplant
003207.jpg,124,6,162,102,500,333,bottle
003207.jpg,94,36,132,91,500,333,bottle
003207.jpg,71,57,108,166,500,333,bottle
003207.jpg,100,58,150,188,500,333,bottle
003207.jpg,13,71,61,184,500,333,bottle
003207.jpg,152,115,203,237,500,333,bottle
003207.jpg,216,102,261,222,500,333,bottle
003207.jpg,259,134,307,260,500,333,bottle
003207.jpg,308,126,356,251,500,333,bottle
003207.jpg,350,139,408,264,500,333,bottle
006419.jpg,57,348,153,485,333,500,chair
006419.jpg,127,406,217,500,333,500,chair
008434.jpg,1,40,496,203,500,313,train
005110.jpg,83,33,384,152,500,375,car
005110.jpg,405,96,461,142,500,375,car
005110.jpg,2,158,133,287,500,375,car
005110.jpg,126,176,189,232,500,375,car
005110.jpg,180,186,206,217,500,375,car
005110.jpg,228,175,284,238,500,375,car
009702.jpg,336,49,418,85,500,333,aeroplane
009702.jpg,198,61,278,105,500,333,aeroplane
009702.jpg,210,135,291,170,500,333,aeroplane
009702.jpg,47,83,132,120,500,333,aeroplane
009702.jpg,81,140,160,175,500,333,aeroplane
009702.jpg,87,220,164,254,500,333,aeroplane
003549.jpg,4,41,192,202,370,278,bicycle
003549.jpg,159,48,350,215,370,278,bicycle
002657.jpg,212,198,288,264,500,375,horse
002657.jpg,323,216,334,239,500,375,person
002657.jpg,268,353,296,375,500,375,person
005138.jpg,23,86,434,436,500,445,bird
004540.jpg,8,141,333,316,333,500,sofa
007049.jpg,1,4,493,375,500,375,aeroplane
007049.jpg,185,36,245,70,500,375,aeroplane
007049.jpg,1,14,125,375,500,375,person
007049.jpg,1,5,47,47,500,375,head
007049.jpg,46,340,71,366,500,375,foot
000726.jpg,18,209,224,295,500,333,bottle
000726.jpg,153,45,274,333,500,333,person
000726.jpg,70,75,499,333,500,333,person
006357.jpg,130,359,289,440,331,500,boat
006357.jpg,129,366,166,380,331,500,boat
006357.jpg,173,366,219,381,331,500,boat
009064.jpg,30,71,450,343,500,375,car
009064.jpg,454,107,500,205,500,375,car
009064.jpg,1,41,155,202,500,375,car
009064.jpg,174,62,222,108,500,375,person
009064.jpg,228,68,268,110,500,375,person
009064.jpg,28,36,105,183,500,375,person
009064.jpg,348,59,422,165,500,375,person
009064.jpg,425,83,452,165,500,375,person
009064.jpg,448,87,472,172,500,375,person
002125.jpg,58,154,467,310,500,375,car
004232.jpg,26,130,101,180,500,263,dog
004232.jpg,110,140,159,182,500,263,dog
004232.jpg,252,128,320,171,500,263,dog
004232.jpg,1,82,33,170,500,263,person
004232.jpg,10,81,20,95,500,263,head
004232.jpg,26,114,30,119,500,263,hand
004232.jpg,24,152,30,160,500,263,foot
002643.jpg,1,51,89,152,500,375,car
002643.jpg,407,57,453,174,500,375,person
002643.jpg,180,102,281,207,500,375,person
002643.jpg,181,133,302,282,500,375,motorbike
006425.jpg,74,37,300,490,339,500,cat
004555.jpg,142,174,355,245,500,333,aeroplane
005893.jpg,1,84,479,182,500,374,train
002124.jpg,333,217,476,333,500,333,sofa
002124.jpg,266,174,355,277,500,333,chair
002124.jpg,80,171,139,223,500,333,tvmonitor
000733.jpg,48,25,273,383,450,435,person
000733.jpg,103,201,448,435,450,435,motorbike
008409.jpg,327,124,382,170,500,375,tvmonitor
008409.jpg,56,188,184,337,500,375,sofa
009717.jpg,2,154,118,236,500,333,cow
009717.jpg,263,206,425,333,500,333,cow
009717.jpg,182,163,270,283,500,333,cow
009717.jpg,135,178,196,234,500,333,cow
009717.jpg,340,75,458,178,500,333,boat
009717.jpg,238,77,338,159,500,333,boat
009717.jpg,147,78,231,150,500,333,boat
009717.jpg,115,107,160,149,500,333,boat
009717.jpg,2,103,55,137,500,333,boat
009717.jpg,126,36,163,51,500,333,boat
009717.jpg,237,43,263,55,500,333,boat
009717.jpg,447,102,500,123,500,333,boat
009717.jpg,90,182,128,285,500,333,person
006424.jpg,203,180,496,375,500,375,sofa
006424.jpg,1,288,217,375,500,375,chair
003548.jpg,51,36,500,375,500,375,person
000041.jpg,363,47,432,107,500,333,tvmonitor
000041.jpg,216,92,307,302,500,333,person
000041.jpg,164,148,227,244,500,333,person
009703.jpg,2,238,148,347,500,375,bicycle
009703.jpg,174,223,327,323,500,375,bicycle
009703.jpg,338,199,459,298,500,375,bicycle
009703.jpg,372,144,465,281,500,375,person
009703.jpg,210,162,286,298,500,375,person
009703.jpg,143,131,183,256,500,375,person
009703.jpg,220,135,238,192,500,375,person
009703.jpg,368,141,394,219,500,375,person
009703.jpg,6,169,120,309,500,375,person
006430.jpg,274,163,293,224,500,375,bird
001439.jpg,4,324,375,500,375,500,diningtable
001439.jpg,195,282,273,336,375,500,chair
007048.jpg,227,55,500,324,500,332,sheep
007048.jpg,82,56,245,257,500,332,sheep
007048.jpg,76,42,129,151,500,332,bottle
007048.jpg,431,1,484,62,500,332,person
007048.jpg,311,1,427,71,500,332,person
007048.jpg,114,1,240,59,500,332,person
007048.jpg,1,1,132,329,500,332,person
005111.jpg,3,1,365,500,367,500,person
006418.jpg,1,1,479,333,500,333,bicycle
007712.jpg,52,128,262,411,307,450,motorbike
007712.jpg,72,42,246,396,307,450,person
007712.jpg,213,176,244,203,307,450,hand
007712.jpg,91,164,130,192,307,450,hand
007712.jpg,137,43,190,113,307,450,head
007712.jpg,199,360,235,396,307,450,foot
007712.jpg,77,289,102,327,307,450,foot
009059.jpg,97,85,314,187,500,375,bus
001405.jpg,83,59,273,435,332,500,horse
001405.jpg,135,89,271,453,332,500,person
007074.jpg,33,89,479,305,500,375,bus
007074.jpg,15,216,39,238,500,375,car
007074.jpg,8,212,36,234,500,375,car
006381.jpg,246,251,265,295,500,375,bottle
006381.jpg,5,209,125,375,500,375,person
006381.jpg,323,198,435,365,500,375,person
006381.jpg,267,185,353,290,500,375,person
006381.jpg,250,126,289,167,500,375,person
006381.jpg,3,163,56,305,500,375,person
006381.jpg,82,155,157,295,500,375,person
006381.jpg,127,135,207,276,500,375,person
006381.jpg,204,130,227,171,500,375,person
006381.jpg,217,132,260,234,500,375,person
006381.jpg,306,126,337,172,500,375,person
006381.jpg,347,139,363,176,500,375,person
006381.jpg,77,266,420,375,500,375,diningtable
006381.jpg,244,167,362,219,500,375,diningtable
006381.jpg,394,253,489,358,500,375,chair
006381.jpg,210,170,266,238,500,375,chair
006381.jpg,322,175,361,224,500,375,chair
005850.jpg,54,117,348,322,500,375,cat
005850.jpg,1,45,120,226,500,375,person
002859.jpg,1,47,476,351,500,375,bus
002859.jpg,34,219,70,259,500,375,person
002859.jpg,333,124,356,144,500,375,person
002859.jpg,358,127,376,144,500,375,person
002859.jpg,376,128,397,148,500,375,person
002859.jpg,398,133,422,150,500,375,person
002859.jpg,422,133,445,152,500,375,person
002859.jpg,130,100,153,132,500,375,person
002859.jpg,111,96,130,131,500,375,person
001388.jpg,2,2,500,414,500,414,sofa
001388.jpg,61,9,432,400,500,414,person
007921.jpg,58,257,234,351,500,375,car
007935.jpg,124,126,380,284,500,375,dog
007935.jpg,4,4,499,371,500,375,sofa
009918.jpg,118,123,287,333,500,333,dog
009918.jpg,182,30,465,234,500,333,person
009918.jpg,51,1,182,107,500,333,person
009918.jpg,1,1,268,330,500,333,person
002695.jpg,7,3,279,337,500,375,cow
002695.jpg,426,114,500,184,500,375,cow
002695.jpg,348,107,405,166,500,375,cow
006395.jpg,408,35,479,188,500,375,tvmonitor
006395.jpg,134,117,316,347,500,375,person
006395.jpg,144,119,220,190,500,375,head
006395.jpg,291,181,314,208,500,375,hand
006395.jpg,17,183,213,375,500,375,chair
008390.jpg,54,230,301,450,375,500,person
008390.jpg,175,230,230,290,375,500,head
008390.jpg,283,303,301,324,375,500,hand
008390.jpg,137,307,163,321,375,500,hand
008390.jpg,138,426,164,453,375,500,foot
008390.jpg,47,420,94,445,375,500,foot
008390.jpg,32,117,289,500,375,500,person
008390.jpg,125,120,198,206,375,500,head
008390.jpg,125,327,197,396,375,500,hand
008390.jpg,127,305,204,354,375,500,hand
008390.jpg,31,111,335,489,375,500,chair
007909.jpg,184,104,269,185,270,210,sofa
007909.jpg,88,96,182,143,270,210,sofa
007909.jpg,29,95,97,139,270,210,sofa
007909.jpg,106,108,163,158,270,210,chair
007909.jpg,2,138,174,210,270,210,diningtable
007909.jpg,216,113,267,167,270,210,pottedplant
008384.jpg,203,86,295,278,500,335,bird
000900.jpg,260,135,342,269,500,375,sheep
000900.jpg,150,172,215,269,500,375,sheep
000900.jpg,101,170,188,252,500,375,sheep
005878.jpg,100,92,323,222,500,332,motorbike
004031.jpg,101,195,295,375,500,375,cat
004031.jpg,1,111,500,375,500,375,sofa
004031.jpg,345,1,395,65,500,375,person
003986.jpg,44,57,311,330,500,375,dog
003986.jpg,175,28,462,299,500,375,person
003986.jpg,180,26,236,88,500,375,head
003986.jpg,238,37,264,62,500,375,hand
003986.jpg,36,132,76,168,500,375,hand
003986.jpg,426,225,461,273,500,375,foot
003986.jpg,409,257,451,297,500,375,foot
003986.jpg,35,15,498,373,500,375,sofa
006626.jpg,213,228,500,332,500,332,diningtable
006626.jpg,443,106,500,213,500,332,person
006626.jpg,277,113,372,285,500,332,person
006626.jpg,185,101,355,303,500,332,person
006626.jpg,2,77,258,332,500,332,person
006626.jpg,408,207,426,268,500,332,bottle
006626.jpg,442,188,464,239,500,332,bottle
009515.jpg,2,216,62,250,360,270,car
009515.jpg,66,195,135,231,360,270,car
009515.jpg,118,172,167,198,360,270,car
009515.jpg,115,176,144,198,360,270,car
009515.jpg,84,180,128,198,360,270,car
009515.jpg,73,185,107,197,360,270,car
009515.jpg,57,187,76,202,360,270,car
001149.jpg,148,138,403,302,500,375,sofa
001149.jpg,75,85,146,153,500,375,tvmonitor
001149.jpg,1,7,142,375,500,375,pottedplant
000257.jpg,82,1,183,57,500,375,tvmonitor
000257.jpg,20,142,222,375,500,375,person
000257.jpg,175,68,472,375,500,375,person
007538.jpg,134,132,274,337,500,375,chair
000531.jpg,27,42,205,375,500,375,person
000531.jpg,150,31,362,373,500,375,person
000531.jpg,366,57,500,311,500,375,person
000531.jpg,369,163,429,333,500,375,bottle
000531.jpg,229,178,281,286,500,375,bottle
006140.jpg,181,189,495,333,500,333,diningtable
006140.jpg,275,149,338,220,500,333,person
006140.jpg,344,153,408,241,500,333,person
006140.jpg,387,147,500,291,500,333,person
006140.jpg,5,3,205,333,500,333,person
006140.jpg,178,95,241,190,500,333,person
006140.jpg,72,54,183,204,500,333,person
009273.jpg,32,50,252,375,500,375,person
009273.jpg,75,108,479,375,500,375,person
009273.jpg,28,244,84,336,500,375,person
009273.jpg,364,281,400,333,500,375,chair
009273.jpg,397,292,453,336,500,375,chair
009273.jpg,387,273,500,362,500,375,diningtable
003038.jpg,114,107,250,283,500,335,train
002332.jpg,182,72,500,234,500,375,sofa
002332.jpg,121,39,254,231,500,375,person
002332.jpg,337,61,494,182,500,375,person
002332.jpg,101,81,500,362,500,375,person
004743.jpg,1,2,500,375,500,375,cat
000525.jpg,440,161,500,242,500,331,motorbike
000525.jpg,97,159,218,226,500,331,motorbike
000525.jpg,443,116,500,217,500,331,person
000525.jpg,104,113,169,219,500,331,person
006632.jpg,300,256,472,365,500,375,car
006632.jpg,224,276,270,315,500,375,bicycle
004025.jpg,164,86,366,279,500,333,bird
002454.jpg,100,73,263,200,500,334,car
003992.jpg,34,36,242,129,500,334,motorbike
003992.jpg,25,42,426,247,500,334,motorbike
003992.jpg,395,1,455,170,500,334,person
003992.jpg,340,1,407,151,500,334,person
003992.jpg,311,2,348,71,500,334,person
003992.jpg,291,2,317,60,500,334,person
001175.jpg,119,153,367,329,500,375,person
001175.jpg,157,169,256,230,500,375,person
001175.jpg,360,114,449,187,500,375,tvmonitor
005475.jpg,286,28,489,333,500,333,person
005475.jpg,25,191,54,207,500,333,car
005475.jpg,54,187,67,216,500,333,person
005475.jpg,71,192,82,221,500,333,person
005475.jpg,5,183,12,201,500,333,person
005475.jpg,13,183,22,202,500,333,person
003004.jpg,32,149,58,187,500,375,cat
003004.jpg,19,105,500,332,500,375,sofa
003004.jpg,407,62,467,153,500,375,chair
003004.jpg,454,52,500,141,500,375,chair
003004.jpg,377,18,428,59,500,375,pottedplant
008151.jpg,293,166,454,334,500,375,sofa
008151.jpg,2,209,270,370,500,375,sofa
008151.jpg,121,156,217,213,500,375,chair
007276.jpg,272,101,374,226,500,335,train
007276.jpg,465,213,479,256,500,335,person
000519.jpg,215,114,326,248,500,375,boat
000519.jpg,380,192,500,238,500,375,boat
000519.jpg,13,124,157,249,500,375,boat
001607.jpg,21,1,500,374,500,375,dog
005461.jpg,146,170,450,319,500,375,horse
005461.jpg,47,184,225,266,500,375,horse
005461.jpg,4,183,85,264,500,375,horse
005461.jpg,227,122,288,298,500,375,person
005461.jpg,163,170,183,189,500,375,person
005461.jpg,71,142,129,371,500,375,person
005461.jpg,5,165,39,217,500,375,person
004019.jpg,394,316,474,360,500,375,car
004019.jpg,84,323,160,358,500,375,car
004019.jpg,20,321,85,353,500,375,car
004019.jpg,364,316,383,367,500,375,person
004019.jpg,234,310,249,356,500,375,person
004019.jpg,1,319,29,347,500,375,car
004019.jpg,474,324,500,355,500,375,car
002468.jpg,259,33,410,166,500,358,bird
002468.jpg,45,172,178,330,500,358,bird
005307.jpg,256,170,356,259,500,375,cat
005307.jpg,3,55,378,341,500,375,person
001161.jpg,56,1,500,375,500,375,train
000294.jpg,330,11,454,368,500,375,bird
000294.jpg,55,93,167,371,500,375,bird
008810.jpg,116,25,369,211,500,333,motorbike
008810.jpg,365,71,415,141,500,333,person
008810.jpg,5,83,64,177,500,333,person
002483.jpg,1,174,284,374,500,375,sofa
002483.jpg,112,115,197,274,500,375,pottedplant
002483.jpg,390,45,441,262,500,375,pottedplant
002483.jpg,238,81,277,137,500,375,cat
002483.jpg,33,250,215,335,500,375,cat
002483.jpg,272,241,438,375,500,375,chair
002483.jpg,194,111,305,371,500,375,person
003945.jpg,186,173,305,276,500,334,bicycle
003945.jpg,103,136,227,256,500,334,bicycle
003945.jpg,1,116,49,230,500,334,bicycle
003945.jpg,210,120,315,241,500,334,person
003945.jpg,142,95,230,222,500,334,person
003945.jpg,140,72,239,220,500,334,person
003945.jpg,2,40,48,153,500,334,person
003945.jpg,2,22,65,51,500,334,person
004794.jpg,190,140,405,243,500,329,bird
006183.jpg,54,207,360,436,360,480,cat
001834.jpg,46,39,456,304,500,334,diningtable
007289.jpg,1,75,159,144,500,333,boat
007289.jpg,28,96,435,295,500,333,boat
004958.jpg,60,19,273,283,500,333,boat
002497.jpg,196,142,211,185,500,375,person
002497.jpg,193,159,393,280,500,375,car
002497.jpg,19,142,32,179,500,375,person
002497.jpg,132,153,148,183,500,375,person
002497.jpg,71,143,82,180,500,375,person
006829.jpg,1,65,424,375,500,375,dog
003979.jpg,119,100,227,170,500,333,bird
003979.jpg,174,150,277,243,500,333,bird
003979.jpg,300,169,442,333,500,333,bird
008186.jpg,2,4,484,442,500,443,dog
008838.jpg,122,45,334,278,500,321,bus
008838.jpg,360,181,382,200,500,321,car
008838.jpg,104,184,115,201,500,321,person
002534.jpg,347,156,386,185,500,333,car
002534.jpg,226,157,281,197,500,333,car
004145.jpg,10,167,104,235,500,375,motorbike
004145.jpg,356,160,401,248,500,375,motorbike
004145.jpg,460,160,500,243,500,375,motorbike
004145.jpg,204,174,234,240,500,375,motorbike
004145.jpg,487,181,500,314,500,375,car
004145.jpg,266,200,358,293,500,375,motorbike
004145.jpg,169,163,224,223,500,375,car
004145.jpg,421,130,444,223,500,375,person
004145.jpg,393,135,440,262,500,375,person
004145.jpg,303,138,357,299,500,375,person
004145.jpg,275,138,305,181,500,375,person
004145.jpg,229,133,274,249,500,375,person
004145.jpg,196,142,222,237,500,375,person
004145.jpg,61,142,99,245,500,375,person
000323.jpg,277,3,500,375,500,375,person
000323.jpg,12,3,305,375,500,375,person
009461.jpg,216,164,264,201,500,375,aeroplane
009461.jpg,229,196,278,231,500,375,aeroplane
009307.jpg,7,13,400,367,400,400,aeroplane
008019.jpg,15,122,365,318,480,318,horse
008019.jpg,173,66,288,274,480,318,person
008019.jpg,180,68,219,111,480,318,head
008019.jpg,244,154,253,167,480,318,hand
008019.jpg,260,142,274,152,480,318,hand
008019.jpg,257,245,285,271,480,318,foot
008019.jpg,381,164,480,318,480,318,car
008019.jpg,1,151,169,268,480,318,car
004623.jpg,51,83,428,358,500,378,bird
006020.jpg,21,82,500,305,500,375,sofa
006020.jpg,1,174,32,298,500,375,chair
007458.jpg,330,222,500,375,500,375,chair
007458.jpg,225,146,292,189,500,375,chair
007458.jpg,97,162,212,267,500,375,chair
007458.jpg,132,157,481,375,500,375,diningtable
007458.jpg,224,39,291,100,500,375,tvmonitor
000337.jpg,76,153,160,276,500,375,bicycle
000337.jpg,219,176,429,374,500,375,bicycle
000337.jpg,29,29,68,111,500,375,person
000337.jpg,119,4,162,53,500,375,person
000337.jpg,113,28,167,131,500,375,person
000337.jpg,242,17,288,103,500,375,person
000337.jpg,68,92,165,255,500,375,person
000337.jpg,235,30,403,362,500,375,person
000337.jpg,176,75,231,132,500,375,person
000337.jpg,233,88,259,157,500,375,person
002520.jpg,209,186,257,283,500,332,horse
002520.jpg,152,184,175,205,500,332,horse
002520.jpg,30,186,58,214,500,332,horse
002520.jpg,331,167,382,285,500,332,person
002520.jpg,440,181,468,285,500,332,person
007470.jpg,143,32,371,277,500,333,aeroplane
001001.jpg,62,64,325,375,500,375,cat
001001.jpg,315,102,427,356,500,375,person
001001.jpg,169,1,500,375,500,375,person
005267.jpg,68,51,404,310,500,335,train
002508.jpg,67,52,444,293,500,333,bicycle
003170.jpg,381,211,458,283,500,375,sheep
003170.jpg,344,224,383,281,500,375,sheep
003170.jpg,324,227,355,270,500,375,sheep
003170.jpg,70,202,165,275,500,375,sheep
003170.jpg,19,121,75,259,500,375,person
003170.jpg,109,143,179,222,500,375,person
003170.jpg,146,166,190,263,500,375,person
003170.jpg,176,167,219,262,500,375,person
003170.jpg,206,171,241,258,500,375,person
003170.jpg,195,143,268,220,500,375,person
008031.jpg,15,82,483,303,500,375,car
007302.jpg,210,142,465,322,500,375,sofa
007302.jpg,19,85,94,173,500,375,pottedplant
003164.jpg,26,43,500,311,500,375,train
005515.jpg,1,177,332,500,375,500,pottedplant
005515.jpg,1,1,121,366,375,500,pottedplant
005515.jpg,45,1,371,269,375,500,pottedplant
005515.jpg,345,142,375,468,375,500,pottedplant
005273.jpg,108,55,285,156,500,375,car
005273.jpg,235,84,418,153,500,375,car
005273.jpg,336,12,415,160,500,375,person
005273.jpg,397,50,439,154,500,375,person
005273.jpg,1,112,305,357,500,375,bicycle
008757.jpg,49,82,421,290,500,375,bicycle
001015.jpg,96,133,110,163,500,333,bird
001015.jpg,212,155,235,184,500,333,bird
001015.jpg,392,188,418,209,500,333,bird
006949.jpg,1,7,443,326,500,333,cat
004186.jpg,9,95,402,375,500,375,bus
004186.jpg,2,25,266,248,500,375,bus
004186.jpg,281,39,364,84,500,375,car
004186.jpg,351,11,412,45,500,375,car
004186.jpg,366,29,442,74,500,375,car
004186.jpg,442,32,500,93,500,375,car
004186.jpg,235,15,291,46,500,375,car
004186.jpg,296,2,351,25,500,375,car
005298.jpg,16,100,166,333,500,333,person
005298.jpg,246,43,371,333,500,333,person
002291.jpg,125,100,422,337,500,433,car
000486.jpg,34,25,337,404,375,500,cat
001940.jpg,1,163,328,500,333,500,cat
001940.jpg,17,12,313,182,333,500,dog
000492.jpg,329,253,450,375,500,375,chair
000492.jpg,338,227,416,338,500,375,chair
000492.jpg,12,287,228,375,500,375,chair
000492.jpg,26,229,348,375,500,375,diningtable
001954.jpg,18,54,166,194,500,375,car
001954.jpg,1,37,82,372,500,375,car
001954.jpg,118,119,337,251,500,375,car
001954.jpg,375,162,500,375,500,375,car
002285.jpg,129,84,352,316,500,333,person
002285.jpg,1,167,116,256,500,333,person
004192.jpg,138,220,233,300,500,375,tvmonitor
008970.jpg,252,81,371,242,500,334,pottedplant
008970.jpg,65,77,190,204,500,334,tvmonitor
008958.jpg,50,35,500,359,500,375,car
008794.jpg,1,107,46,254,500,375,person
008794.jpg,41,149,97,250,500,375,person
008794.jpg,125,143,170,172,500,375,person
008794.jpg,184,137,208,166,500,375,person
008794.jpg,224,97,249,124,500,375,person
008794.jpg,274,94,293,108,500,375,person
008794.jpg,309,85,325,103,500,375,person
008794.jpg,355,131,383,166,500,375,person
008794.jpg,422,129,440,149,500,375,person
008794.jpg,462,130,482,151,500,375,person
008794.jpg,420,78,447,135,500,375,person
008794.jpg,81,96,500,312,500,375,car
008794.jpg,272,64,310,108,500,375,person
008794.jpg,242,67,270,113,500,375,person
008794.jpg,203,64,240,149,500,375,person
004421.jpg,168,358,260,500,375,500,chair
004421.jpg,319,334,375,388,375,500,chair
004421.jpg,312,286,349,306,375,500,chair
004421.jpg,30,272,63,388,375,500,chair
004421.jpg,58,268,143,412,375,500,chair
004421.jpg,2,292,78,474,375,500,chair
004421.jpg,64,280,271,412,375,500,diningtable
004421.jpg,235,383,375,500,375,500,diningtable
007128.jpg,181,73,375,500,375,500,person
007128.jpg,62,75,213,500,375,500,person
007128.jpg,327,111,375,245,375,500,person
007128.jpg,282,130,327,229,375,500,person
007128.jpg,46,129,95,242,375,500,person
000647.jpg,166,69,443,234,500,333,aeroplane
001559.jpg,197,185,224,215,360,480,car
001559.jpg,146,175,183,226,360,480,car
001559.jpg,131,190,149,203,360,480,car
009105.jpg,34,40,500,315,500,375,bus
006236.jpg,4,204,339,423,375,500,motorbike
006236.jpg,1,208,61,350,375,500,motorbike
006236.jpg,302,235,375,500,375,500,motorbike
006236.jpg,98,115,220,441,375,500,person
006236.jpg,116,117,149,162,375,500,head
006236.jpg,185,220,215,238,375,500,hand
006236.jpg,126,408,178,440,375,500,foot
006236.jpg,160,386,203,405,375,500,foot
006550.jpg,44,180,289,330,500,333,motorbike
006550.jpg,290,141,355,322,500,333,person
006550.jpg,207,114,283,223,500,333,person
006550.jpg,338,150,379,316,500,333,person
006550.jpg,12,196,61,305,500,333,bicycle
006550.jpg,433,195,491,259,500,333,bicycle
006550.jpg,460,273,480,302,500,333,person
000121.jpg,251,28,475,267,500,375,tvmonitor
000121.jpg,22,28,251,273,500,375,tvmonitor
004347.jpg,179,11,358,333,500,333,bird
002722.jpg,58,48,485,317,500,375,bicycle
000653.jpg,432,83,500,131,500,375,car
000653.jpg,373,83,458,135,500,375,car
000653.jpg,311,85,408,140,500,375,car
000653.jpg,97,89,222,120,500,375,car
000653.jpg,1,95,106,172,500,375,car
000653.jpg,2,94,444,312,500,375,car
006222.jpg,142,53,247,118,375,500,bird
006222.jpg,140,342,216,428,375,500,bird
007114.jpg,3,71,422,333,500,333,sofa
007114.jpg,222,22,397,333,500,333,person
007114.jpg,262,23,354,133,500,333,head
007114.jpg,294,196,351,252,500,333,hand
007114.jpg,317,233,359,278,500,333,hand
007114.jpg,50,140,263,332,500,333,person
007114.jpg,49,141,132,228,500,333,head
007114.jpg,201,189,239,232,500,333,hand
007114.jpg,82,193,132,233,500,333,hand
007114.jpg,133,292,191,333,500,333,foot
007114.jpg,221,239,261,300,500,333,foot
001565.jpg,98,107,461,243,500,332,train
001565.jpg,1,115,87,218,500,332,train
005065.jpg,1,57,479,298,500,375,car
001203.jpg,31,6,327,208,350,240,dog
009887.jpg,267,276,300,323,500,374,pottedplant
009887.jpg,222,261,265,316,500,374,pottedplant
007672.jpg,1,166,128,316,500,375,sofa
008541.jpg,40,107,64,138,500,336,person
008541.jpg,199,153,242,243,500,336,person
008541.jpg,2,80,147,336,500,336,person
008541.jpg,315,55,382,172,500,336,person
008541.jpg,292,57,500,335,500,336,person
006578.jpg,1,51,332,500,333,500,sofa
006578.jpg,93,52,292,334,333,500,person
006578.jpg,4,168,275,428,333,500,person
000109.jpg,17,12,482,235,500,254,bird
007666.jpg,3,60,413,374,500,375,train
005071.jpg,10,156,55,180,500,375,car
005071.jpg,165,157,185,177,500,375,car
005071.jpg,180,156,201,173,500,375,car
005071.jpg,199,159,216,177,500,375,car
005071.jpg,218,160,248,181,500,375,car
005071.jpg,251,161,277,182,500,375,car
005071.jpg,273,161,295,184,500,375,car
005071.jpg,293,163,327,186,500,375,car
005071.jpg,327,181,379,206,500,375,car
005071.jpg,422,174,459,198,500,375,car
005071.jpg,379,167,408,192,500,375,car
005071.jpg,444,201,493,237,500,375,car
005071.jpg,103,199,198,230,500,375,car
005071.jpg,66,188,121,213,500,375,car
005071.jpg,65,164,121,187,500,375,car
004409.jpg,1,1,361,275,500,323,dog
007100.jpg,1,71,66,280,500,375,tvmonitor
007100.jpg,68,46,462,303,500,375,tvmonitor
001571.jpg,150,2,481,330,500,331,person
001571.jpg,113,7,256,331,500,331,person
001571.jpg,103,1,253,242,500,331,person
001571.jpg,212,1,270,65,500,331,person
000684.jpg,124,196,253,305,375,500,chair
000684.jpg,2,305,67,345,375,500,chair
000684.jpg,52,112,91,183,375,500,person
000684.jpg,1,196,118,322,375,500,person
000684.jpg,54,171,77,222,375,500,bottle
000684.jpg,77,101,241,314,375,500,person
000684.jpg,217,49,294,304,375,500,person
000684.jpg,285,22,361,366,375,500,person
000684.jpg,297,3,375,369,375,500,person
004384.jpg,154,109,500,375,500,375,car
004384.jpg,293,154,460,375,500,375,person
009878.jpg,74,119,374,349,500,375,sofa
009878.jpg,13,328,49,375,500,375,bottle
009878.jpg,87,106,221,254,500,375,person
009878.jpg,352,109,443,321,500,375,person
009878.jpg,247,104,355,375,500,375,person
009878.jpg,170,110,280,351,500,375,person
009878.jpg,17,3,163,210,500,375,pottedplant
006593.jpg,2,3,499,333,500,333,car
007855.jpg,7,145,449,295,500,375,bus
007855.jpg,447,216,475,232,500,375,car
007699.jpg,2,50,500,375,500,375,car
007699.jpg,270,18,304,64,500,375,person
007699.jpg,83,61,143,120,500,375,person
007699.jpg,43,68,79,142,500,375,person
007699.jpg,207,40,234,91,500,375,person
